公路編號,公路編碼,隸屬縣市,管養單位,管養工務段,調查日期,坐標-X-TWD97,坐標-Y-TWD97,坐標-E-WGS84,坐標-N-WGS84,起點樁號,隸屬鄉鎮,隸屬村里,坐標Z（公尺）,設置位置,編號,種類,性質,牌面內容,現況,是否為公路局設置,備註,牌面方向
台1,P0010,臺北市,北區養護工程分局,中和工務段,2016/10/5,302020,2771031.7,121.5155452,25.0465418,0K+423,中正區,黎明里,24.4,左側,S0046,禁制,限5,50,良好,是,,逆向
台1,P0010,臺北市,北區養護工程分局,中和工務段,2016/10/5,301914.5,2771059.8,121.5145013,25.046799,0K+532,中正區,黎明里,24.3,左側,S0068,禁制,限5,50,良好,是,,逆向
台1,P0010,臺北市,北區養護工程分局,中和工務段,2016/10/5,301851.5,2771109.6,121.5138785,25.0472505,0K+606,中正區,黎明里,24.5,右側,S0077,禁制,限5,30,良好,是,,順向
台1,P0010,臺北市,北區養護工程分局,中和工務段,2016/10/5,301739.5,2771101.8,121.5127683,25.0471844,0K+713,中正區,光復里,24.2,左側,S0106,禁制,限5,30,良好,是,,逆向
台1,P0010,臺北市,北區養護工程分局,中和工務段,2016/10/5,301637.4,2771129.3,121.5117572,25.0474361,0K+816,中正區,光復里,24.4,左側,S0124,禁制,限5,30,良好,是,,逆向
台1,P0010,臺北市,北區養護工程分局,中和工務段,2016/10/5,301529.8,2771232.7,121.5106952,25.0483735,0K+951,中正區,光復里,24.6,右側,S0143,禁制,限5,30,良好,是,,順向
台1,P0010,臺北市,北區養護工程分局,中和工務段,2016/10/5,301268,2771248,121.508101,25.0485199,1K+212,萬華區,福星里,24.5,中央,S0033C,禁制,限5,30,良好,是,,順向
台1,P0010,臺北市,北區養護工程分局,中和工務段,2016/10/5,301201.4,2771249.2,121.5074416,25.0485328,1K+277,萬華區,福星里,24.7,左側,S0206,禁制,限5,30,良好,是,,逆向
台1,P0010,臺北市,北區養護工程分局,中和工務段,2016/10/5,301089.3,2771278.7,121.5063315,25.0488037,1K+393,萬華區,福星里,33.3,左側,S0228,禁制,限5,30,良好,是,,逆向
台1,P0010,臺北市,北區養護工程分局,中和工務段,2016/10/5,300993.4,2771322,121.5053828,25.0491972,1K+496,萬華區,福星里,36.6,左側,S0238,禁制,限5,40,良好,是,,逆向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,300857,2771405.1,121.5040337,25.0499521,1K+656,三重區,清和里,38.3,左側,S0252,禁制,限5,40,良好,是,匝道限速,逆向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,300360.9,2771743.3,121.4991291,25.0530221,2K+256,三重區,同慶里,38.9,右側,S0193,禁制,限5,50,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,300078.6,2771904.6,121.4963371,25.0544873,2K+581,三重區,同安里,36,右側,S0207,禁制,限5,50,良好,是,最高速限,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,300069.6,2771892.4,121.4962478,25.0543779,2K+583,三重區,同安里,35.5,左側,S0296,禁制,限5,60,良好,是,最高速限,逆向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,299414.7,2772312.7,121.489772,25.0581939,3K+372,三重區,光明里,31.9,右側,S0259,禁制,限5,50,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,299168.6,2772636.1,121.4873448,25.0611217,3K+784,三重區,過田里,33.5,右側,S0267,禁制,限5,40,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,299020.9,2772658.8,121.485882,25.0613313,3K+941,三重區,光田里,32.1,左側,S0348,禁制,限5,40,良好,是,,逆向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,298389.3,2772686.4,121.4796224,25.0616008,4K+573,三重區,光陽里,35.2,右側,S0323,禁制,限5,50,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,298388.1,2772671.3,121.4796104,25.0614646,4K+574,三重區,光陽里,35.2,左側,S0358,禁制,限5,50,良好,是,,逆向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,297950.8,2772659,121.4752754,25.061367,5K+013,三重區,頂崁里,34.5,左側,S0380,禁制,限5,50,良好,是,,逆向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,297646.1,2772677,121.4722561,25.06154,5K+317,三重區,頂崁里,35.3,右側,S0371,禁制,限5,40,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,297646.1,2772677,121.4722561,25.06154,5K+317,三重區,頂崁里,35.3,右側,S0377,禁制,限5,50,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,296809.6,2772624.3,121.4639638,25.0610894,6K+160,新莊區,福基里,33,右側,S0425,禁制,限5,60,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,296812.1,2772611.7,121.4639878,25.0609762,6K+161,新莊區,福基里,33.1,中央,S0040C,禁制,限5,40,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,296306.2,2772539.9,121.4589712,25.0603435,6K+674,新莊區,福基里,42.1,左側,S0452,禁制,限5,60,良好,是,,逆向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,296306.4,2772559,121.4589739,25.0605156,6K+674,新莊區,福基里,33.1,右側,S0461,禁制,限5,60,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,295068.4,2772415.9,121.4466982,25.0592612,7K+945,泰山區,楓樹里,34.6,左側,S0478,禁制,限5,40,良好,是,匝道限速,逆向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,295068.4,2772415.9,121.4466982,25.0592612,7K+945,泰山區,楓樹里,34.6,左側,S0480,禁制,限5,60,良好,是,最高速限,逆向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,294983.7,2772391.5,121.4458587,25.0590434,8K+030,新莊區,中原里,39.4,右側,S0495,禁制,限5,60,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,294804,2772278.3,121.4440741,25.0580274,8K+243,新莊區,中原里,42.7,右側,S0511,禁制,限5,40,良好,是,匝道,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,294598.2,2772122.6,121.442029,25.0566271,8K+500,新莊區,中原里,37.8,右側,S0537,禁制,限5,60,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,294594.3,2772086.3,121.4419886,25.0562996,8K+529,新莊區,中原里,34.3,左側,S0512,禁制,限5,60,良好,是,,逆向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,294456.8,2771930.5,121.4406209,25.0548969,8K+736,新莊區,中原里,33.9,右側,S0557,禁制,限5,60,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,294463.1,2771926.2,121.4406831,25.0548583,8K+737,新莊區,中原里,34,右側,S0561,禁制,限5,40,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,294141.1,2771439.4,121.4374761,25.0504728,9K+321,泰山區,義仁里,34.8,左側,S0528,禁制,限5,60,良好,是,,逆向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,294114.5,2771421.9,121.4372127,25.0503156,9K+351,泰山區,義仁里,35,右側,S0575,禁制,限5,40,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,293503.5,2770557.4,121.4311301,25.0425282,10K+411,泰山區,新明里,24.2,右側,S0647,禁制,限5,60,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,293182.8,2770095.6,121.4279375,25.0383686,10K+973,泰山區,貴賢里,25.1,右側,S0689,禁制,限5,60,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,292912,2769753.5,121.4252429,25.0352882,11K+415,泰山區,貴和里,26.4,右側,S0711,禁制,限5,60,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,292690,2769525.1,121.4230359,25.033232,11K+733,泰山區,貴和里,27.1,左側,S0614,禁制,限5,60,良好,是,,逆向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,292572.7,2769474.3,121.4218724,25.0327769,11K+859,泰山區,貴和里,27.9,右側,S0727,禁制,限5,60,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,292084.6,2769396.9,121.4170333,25.0320917,12K+371,新莊區,丹鳳里,34.6,右側,S0757,禁制,限5,60,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,291906.3,2769292.2,121.4152629,25.0311511,12K+576,新莊區,丹鳳里,43.3,左側,S0662,禁制,限5,60,良好,是,,逆向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,291818.4,2769267.3,121.4143912,25.030929,12K+663,新莊區,丹鳳里,45.4,右側,S0767,禁制,限5,60,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,291587.4,2769021.8,121.4120952,25.0287191,12K+998,新莊區,祥鳳里,47.8,右側,S0781,禁制,限5,60,陳舊,是,牌面髒汙,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,291776.5,2768441.9,121.4139514,25.023478,13K+626,新莊區,雙鳳里,32,中央,S0220C,禁制,限5,60,良好,是,最高速限,逆向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,291709.9,2768352.7,121.4132879,25.022675,13K+781,新莊區,龍鳳里,32,中央,S0249C,禁制,限5,50,良好,是,,逆向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,291394.5,2768154.5,121.4101578,25.0208944,14K+169,新莊區,雙鳳里,35.4,中央,S0278C,禁制,限5,50,良好,是,,順向
台1,P0010,新北市,北區養護工程分局,中和工務段,2016/10/5,291394.4,2768153.8,121.4101558,25.0208874,14K+170,新莊區,雙鳳里,35.4,中央,S0279C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2022/5/4,291062.3,2767870.7,121.4068569,25.0183589,14K+629,龜山區,迴龍里,37.8,中央,S0035C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2022/5/4,290808,2767800.6,121.4043358,25.0177329,14K+893,龜山區,迴龍里,40.2,中央,S0049C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2022/5/4,290551.2,2767722.6,121.4017886,25.0170355,15K+162,龜山區,龍華里,42.9,中央,S0084C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,290532.5,2767718.6,121.4016035,25.0169818,15K+182,龜山區,龍華里,43.6,中央,S0086C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,290518.4,2767712.3,121.4014635,25.0169431,15K+196,龜山區,龍華里,43.7,中央,S0089C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,290134.9,2767565.6,121.3976594,25.0156117,15K+609,龜山區,龍壽里,49.1,右側,S0061,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/12/4,290050.9,2767507.4,121.3968254,25.0151061,15K+710,龜山區,龍壽里,50.2,中央,S2529C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,289800.2,2767420.3,121.394339,25.014308,15K+980,龜山區,龍壽里,55.2,左側,S0082,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2025/6/26,289687.3,2767454.1,121.3932217,25.0146342,16K+098,龜山區,龍壽里,56.5,中央,S2553C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,289544.3,2767369.3,121.3918025,25.0138545,16K+268,龜山區,龍壽里,57.6,中央,S0135C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,289520.8,2767335.7,121.3915688,25.0135693,16K+306,龜山區,龍壽里,57.8,左側,S0090,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,289503.6,2767347.9,121.3913984,25.0136622,16K+314,龜山區,龍壽里,58.2,右側,S0087,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,289479.9,2767329.5,121.3911637,25.0134969,16K+343,龜山區,龍壽里,59.7,右側,S0091,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,289457.3,2767301.5,121.3909388,25.0132444,16K+379,龜山區,龍壽里,60.1,中央,S0139C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/12/4,289374.3,2767226.5,121.3901146,25.0125877,16K+490,龜山區,龍壽里,63.8,中央,S2532C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,288946.5,2766837.1,121.3858646,25.0090827,17K+196,龜山區,龍壽里,90.4,左側,S0120,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2025/6/26,274162.3,2762026.5,121.2393067,24.9659592,17K+477,龜山區,龍壽里,146.2,左側,S1501,禁制,限5,20,良好,,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2022/5/4,288622.3,2766893.2,121.382654,25.0095981,17K+526,龜山區,龍壽里,92.3,右側,S0119,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,288489.2,2766910.3,121.3813358,25.0097378,17K+660,龜山區,龍壽里,93.3,右側,S0127,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,288325.8,2766900,121.3797171,25.0096493,17K+823,龜山區,龍壽里,96.7,左側,S0132,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2025/6/26,287696.3,2766737.8,121.3734756,25.0082182,18K+494,龜山區,龍壽里,121.3,中央,S2556C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,287635.8,2766670.1,121.3728742,25.0075905,18K+587,龜山區,龍壽里,125,中央,S0194C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,287491.7,2766332.1,121.3714376,25.0045431,18K+958,龜山區,龍壽里,138.8,中央,S0201C,禁制,限5,20,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,287338,2766067.7,121.369908,25.0021597,19K+272,龜山區,龍壽里,153.8,左側,S0176,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,287273,2766042.7,121.3692631,25.0019356,19K+342,龜山區,新嶺里,156.2,左側,S0184,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2025/3/17,286676.5,2765960.8,121.3633513,25.001228,19K+973,龜山區,嶺頂里,173.9,左側,S0212,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2025/2/11,286200.1,2765996.2,121.3586325,25.0015593,20K+466,龜山區,嶺頂里,163.8,中央,S0236C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2025/2/11,286117.7,2765991.4,121.3578161,25.0015178,20K+549,龜山區,嶺頂里,162.3,中央,S0241C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2025/1/8,285503.3,2766028.3,121.3517308,25.0018652,21K+170,龜山區,嶺頂里,149.2,中央,S0270C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2024/12/18,285433.6,2766032.4,121.3510405,25.0019043,21K+240,龜山區,嶺頂里,147.9,中央,S0279C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2025/7/23,285115.2,2766033.9,121.3478863,25.0019248,21K+559,龜山區,嶺頂里,144.7,右側,S1516,禁制,限5,30,良好,,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2024/10/21,285108.2,2766032.9,121.347817,25.0019165,21K+566,龜山區,嶺頂里,145,中央,S0311C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2024/10/21,285107.6,2766032.8,121.3478104,25.0019156,21K+567,龜山區,嶺頂里,145,中央,S0313C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2025/7/23,274159.9,2762036.5,121.2392826,24.96605,21K+628,龜山區,楓樹里,146.2,中央,S2561C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2025/7/23,284868.4,2766009.8,121.3454408,25.0017132,21K+808,龜山區,楓樹里,141,右側,S1512,禁制,限5,30,良好,,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/12/15,283816.1,2765550.5,121.3350045,24.9975904,22K+990,龜山區,龜山里,128,中央,S0414C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/12/15,283728.9,2765536.6,121.33414,24.997467,23K+079,龜山區,龜山里,127,左側,S1491,禁制,限5,30,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/12/15,283705.6,2765532.4,121.3339091,24.9974295,23K+103,龜山區,龜山里,128.5,中央,S0425C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/12/15,283429.9,2765495.7,121.3311768,24.9971039,23K+382,龜山區,陸光里,127.8,中央,S2276C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2025/7/23,283298.5,2765481.1,121.3298748,24.9969755,23K+514,龜山區,陸光里,127,中央,S2562C,禁制,限5,50,良好,,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/12/15,283243.5,2765474.9,121.32933,24.9969202,23K+569,龜山區,陸光里,124.5,中央,S0448C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/12/15,283038.9,2765450.7,121.3273026,24.9967062,23K+776,桃園區,三民里,125,中央,S0453C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,281259.4,2765753.4,121.3096811,24.9994592,25K+867,桃園區,北門里,112.8,中央,S0602C,禁制,限5,30,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,280877.5,2765226.5,121.305886,24.9947104,26K+584,桃園區,西門里,116.4,中央,S0694C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,280884.6,2765082.2,121.3059531,24.9934077,26K+728,桃園區,西湖里,117.7,中央,S0707C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,280887.2,2765035.1,121.3059769,24.9929818,26K+775,桃園區,西湖里,118.2,中央,S0711C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/6/7,280834.4,2764976,121.3054532,24.9924674,26K+882,桃園區,西湖里,118.1,右側,S0433,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/5/31,279872,2764792.1,121.2959154,24.9908264,27K+870,桃園區,中正里,119.5,左側,S0660,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,279841.3,2764812.9,121.2956118,24.9909972,27K+902,桃園區,泰山里,119.3,右側,S0541,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/5/20,278941.3,2764583.9,121.2866913,24.9889645,28K+860,桃園區,中信里,121.1,中央,S0779C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/5/20,278883.8,2764553.5,121.2861217,24.9886917,28K+925,桃園區,中信里,121,中央,S0787C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,278715.3,2764466.4,121.2844501,24.9878901,29K+116,桃園區,中聖里,120.2,中央,S0793C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2025/7/23,278701.9,2764457.2,121.284317,24.987825,29K+131,桃園區,中聖里,120,右側,S1510,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,278636.9,2764425,121.2836724,24.9875177,29K+205,桃園區,中泰里,121.5,中央,S0803C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/5/20,278314,2764197,121.28047,24.985483,29K+603,八德區,茄明里,122.8,中央,S0838C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/5/26,278193.3,2764077.4,121.279272,24.984406,29K+773,八德區,茄明里,122.6,中央,S2449C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/5/20,277887.2,2763776.8,121.2762334,24.9816979,30K+203,八德區,茄明里,124.8,中央,S0861C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,277782.9,2763692.9,121.2751988,24.9809245,30K+338,八德區,茄明里,125.2,中央,S0875C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2025/7/23,277707.9,2763633,121.2744543,24.9804026,30K+433,桃園區,龍祥里,125.6,右側,S1508,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,277460.3,2763446.6,121.2719978,24.9787064,30K+745,八德區,茄明里,127.8,中央,S0896C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2025/7/23,277248.2,2763308.6,121.2698948,24.9774821,30K+997,桃園區,龍山里,127.5,中央,S2558C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2025/7/23,277141.8,2763241.4,121.2688394,24.9768772,31K+123,桃園區,龍山里,128,中央,S2559C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,277027.1,2763169.3,121.2677019,24.9762109,31K+260,桃園區,龍山里,128.7,中央,S0926C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2022/5/6,276763.2,2763036.7,121.2650851,24.9750364,31K+555,桃園區,龍山里,130.7,中央,S0938C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,276410.5,2762916.5,121.26159,24.9739393,31K+930,中壢區,內壢里,140.4,中央,S0958C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,276364.9,2762890.5,121.2611379,24.9737051,31K+981,中壢區,內壢里,140.5,左側,S0794,禁制,限5,30,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,275783.3,2762675.3,121.2553727,24.9717725,32K+605,中壢區,中原里,143.1,中央,S1024C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2016/5/20,275486.8,2762493,121.2524329,24.9701317,32K+953,中壢區,復華里,145.4,中央,S1051C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2025/7/25,274881,2762234.1,121.2464279,24.967822,33K+613,中壢區,忠義里,147.5,中央,S1524,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/5/25,274553.7,2762106.2,121.2431849,24.9666723,33K+965,中壢區,忠義里,146.5,中央,S2446C,禁制,限5,50,良好,,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/5/25,274521.9,2762094,121.2428697,24.9665633,33K+999,中壢區,忠義里,146.6,中央,S1102C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/5/25,274437.7,2762060.7,121.2420343,24.9662636,34K+090,中壢區,忠義里,146.6,中央,S2443C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/5/25,274238.5,2761984,121.2400602,24.9655743,34K+304,中壢區,忠義里,146.7,中央,S1126C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/5/25,274216.1,2761975.2,121.2398384,24.965495,34K+328,中壢區,忠義里,146.5,中央,S1129C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/5/25,274171.3,2761958.3,121.2393941,24.9653435,34K+376,中壢區,忠義里,146.5,中央,S1134C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/10/18,273796.2,2761819.2,121.2356767,24.9640935,34K+777,中壢區,仁義里,145.6,中央,S1166C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/10/18,273686.1,2761779.2,121.2345865,24.9637338,34K+894,中壢區,仁義里,144.7,中央,S1181C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/9/21,273340.2,2761753,121.2311599,24.9635028,35K+243,中壢區,仁義里,147.6,中央,S1199C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/9/20,273176.5,2761768.7,121.2295393,24.9636469,35K+439,中壢區,幸福里,147.8,中央,S1226C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/8/16,272143.7,2762059.8,121.2193146,24.9662904,36K+589,中壢區,永光里,143.6,右側,S1498,禁制,限5,30,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/8/16,271745.6,2761963,121.2153706,24.9654228,36K+999,中壢區,永光里,144.4,中央,S1362C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/7/20,271679.9,2761946.9,121.2147199,24.9652785,37K+067,中壢區,永光里,144.1,中央,S1366C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/7/20,271639,2761937.6,121.2143145,24.9651949,37K+109,中壢區,永光里,143.9,中央,S2489C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/7/20,271505.8,2761904.7,121.2129942,24.9648998,37K+247,中壢區,三民里,144.7,中央,S1376C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/7/20,271383,2761875.2,121.2117777,24.9646349,37K+373,中壢區,三民里,143.6,中央,S2490C,禁制,限5,50,良好,是,,順向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/7/19,270978.4,2761499.4,121.2077651,24.9612475,37K+967,中壢區,五權里,148.8,中央,S1424C,禁制,限5,50,良好,是,,逆向
台1,P0010,桃園市,北區養護工程分局,中壢工務段,2023/6/29,270959.6,2761427.3,121.2075775,24.9605968,38K+040,中壢區,五權里,148,左側,S1020,禁制,限5,50,良好,是,,逆向
